中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,17 ms,72 Mbps,9337 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,15 ms,7 Mbps,910 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,22 ms,532 Mbps,68198 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,50 ms,451 Mbps,57753 kB/s
35.197.23.75,443,35.212.226.106,US,Seattle,隧道,48 ms,300 Mbps,38502 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,51 ms,397 Mbps,50892 kB/s
35.230.79.26,443,35.212.226.106,US,Seattle,隧道,49 ms,316 Mbps,40550 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,109 ms,231 Mbps,29593 kB/s
34.82.76.253,443,34.127.34.227,US,Seattle,隧道,52 ms,477 Mbps,61132 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,63 ms,464 Mbps,59392 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,95 ms,46 Mbps,5966 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,112 ms,184 Mbps,23654 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,115 ms,183 Mbps,23449 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,118 ms,43 Mbps,5517 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,107 ms,43 Mbps,5542 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,157 ms,143 Mbps,18329 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,148 ms,129 Mbps,16588 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,151 ms,39 Mbps,5034 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,151 ms,39 Mbps,5100 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,195 ms,40 Mbps,5213 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,200 ms,40 Mbps,5153 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,200 ms,36 Mbps,4709 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,227 ms,34 Mbps,4393 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,208 ms,0 Mbps,50 kB/s
