中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,5 ms,7 Mbps,960 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,736 Mbps,94310 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,53 ms,400 Mbps,51200 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,64 ms,310 Mbps,39731 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,64 ms,448 Mbps,57344 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,59 ms,340 Mbps,43622 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,101 ms,369 Mbps,47308 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,68 ms,362 Mbps,46387 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,68 ms,343 Mbps,43929 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,71 ms,344 Mbps,44134 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,90 Mbps,11571 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,68 ms,332 Mbps,42598 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,100 ms,214 Mbps,27443 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,90 ms,46 Mbps,5983 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,98 ms,254 Mbps,32563 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,114 ms,291 Mbps,37273 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,92 ms,45 Mbps,5792 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,168 ms,42 Mbps,5500 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,165 ms,8 Mbps,1125 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,176 ms,44 Mbps,5665 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,159 ms,121 Mbps,15564 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,223 ms,41 Mbps,5358 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,220 ms,11 Mbps,1517 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,237 ms,39 Mbps,5055 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,212 ms,68 Mbps,8707 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,214 ms,2 Mbps,289 kB/s
