中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,11 ms,772 Mbps,98918 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,18 ms,2 Mbps,328 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,59 ms,304 Mbps,39014 kB/s
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,50 ms,556 Mbps,71168 kB/s
35.197.23.75,443,35.212.241.9,US,Seattle,隧道,53 ms,532 Mbps,68096 kB/s
35.230.79.26,443,35.212.241.9,US,Seattle,隧道,48 ms,512 Mbps,65638 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,113 ms,186 Mbps,23859 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,120 ms,211 Mbps,27033 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,100 ms,42 Mbps,5452 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,50 ms,336 Mbps,43110 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,404 Mbps,51712 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,115 ms,40 Mbps,5195 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,53 ms,413 Mbps,52940 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,117 ms,209 Mbps,26828 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,151 ms,43 Mbps,5515 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,154 ms,165 Mbps,21196 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,156 ms,45 Mbps,5811 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,160 ms,41 Mbps,5333 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,199 ms,27 Mbps,3550 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,113 ms,44 Mbps,5739 kB/s
