中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,11 ms,756 Mbps,96870 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,15 ms,3 Mbps,467 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,47 ms,444 Mbps,56934 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,53 ms,528 Mbps,67584 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,67 ms,469 Mbps,60108 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,53 ms,440 Mbps,56320 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,53 ms,392 Mbps,50176 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,50 ms,530 Mbps,67891 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,50 ms,545 Mbps,69836 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,107 ms,252 Mbps,32256 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,109 ms,198 Mbps,25395 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,105 ms,46 Mbps,5978 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,117 ms,198 Mbps,25395 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,146 ms,146 Mbps,18739 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,116 ms,46 Mbps,5892 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,150 ms,42 Mbps,5418 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,159 ms,43 Mbps,5540 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,200 ms,44 Mbps,5641 kB/s
