中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,5 ms,5 Mbps,654 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,25 ms,602 Mbps,77107 kB/s
129.146.46.164,443,129.146.46.164,US,315 Mbps,40345 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,70 ms,329 Mbps,42188 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,69 ms,232 Mbps,29696 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,91 ms,252 Mbps,32358 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,74 ms,300 Mbps,38400 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,82 ms,255 Mbps,32665 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,72 ms,380 Mbps,48742 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,68 ms,176 Mbps,22630 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,86 ms,44 Mbps,5673 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,90 ms,330 Mbps,42291 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,91 ms,258 Mbps,33075 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,96 ms,51 Mbps,6554 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,163 ms,62 Mbps,8015 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,170 ms,44 Mbps,5693 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,165 ms,44 Mbps,5717 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,177 ms,6 Mbps,882 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,176 ms,41 Mbps,5358 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,211 ms,35 Mbps,4549 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,228 ms,24 Mbps,3101 kB/s
193.122.124.215,443,132.226.239.169,KR,Seoul,隧道,1240 ms,64 Mbps,8315 kB/s
