中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,764 Mbps,97792 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,14 ms,3 Mbps,456 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,62 ms,312 Mbps,40038 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,57 ms,370 Mbps,47411 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,72 ms,339 Mbps,43417 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,67 ms,354 Mbps,45363 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,59 ms,425 Mbps,54476 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,65 ms,339 Mbps,43417 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,93 ms,213 Mbps,27340 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,58 ms,359 Mbps,45977 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,101 ms,267 Mbps,34201 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,98 ms,261 Mbps,33484 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,72 ms,420 Mbps,53760 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,81 ms,292 Mbps,37376 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,95 ms,45 Mbps,5869 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,88 ms,48 Mbps,6270 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,171 ms,131 Mbps,16793 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,180 ms,41 Mbps,5337 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,165 ms,33 Mbps,4277 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,204 ms,39 Mbps,5103 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,216 ms,9 Mbps,1223 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,234 ms,38 Mbps,4988 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,209 ms,33 Mbps,4308 kB/s
