中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,3 ms,116 Mbps,14950 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,12 ms,731 Mbps,93593 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,25 ms,0 Mbps,120 kB/s
35.197.23.75,443,35.212.227.159,US,Seattle,隧道,72 ms,334 Mbps,42803 kB/s
35.230.79.26,443,35.212.227.159,US,Seattle,隧道,71 ms,258 Mbps,33075 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,69 ms,380 Mbps,48742 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,72 ms,260 Mbps,33382 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,83 ms,240 Mbps,30720 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,74 ms,376 Mbps,48128 kB/s
158.101.221.74,443,2606:f240:f00:2be4:0:8d07:7f7b:5c09,DE,Frankfurt,隧道,101 ms,228 Mbps,29184 kB/s
184.169.181.217,443,184.169.181.217,US,Seattle,中转,71 ms,335 Mbps,42905 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,84 ms,36 Mbps,4646 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,92 ms,45 Mbps,5789 kB/s
143.47.190.37,443,2606:f240:f00:2be4:0:2a34:1061:8f16,DE,Frankfurt,隧道,96 ms,217 Mbps,27852 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,98 ms,243 Mbps,31129 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,121 ms,117 Mbps,15052 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,94 ms,45 Mbps,5854 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,175 ms,32 Mbps,4126 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,173 ms,109 Mbps,14028 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,183 ms,37 Mbps,4828 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,182 ms,14 Mbps,1904 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,207 ms,40 Mbps,5144 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,209 ms,11 Mbps,1512 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,231 ms,29 Mbps,3777 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,234 ms,34 Mbps,4424 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,206 ms,88 Mbps,11264 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,226 ms,0 Mbps,17 kB/s
