中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,6 ms,1416 Mbps,181248 kB/s
34.82.76.253,443,34.105.52.138,US,Seattle,隧道,20 ms,1000 Mbps,128000 kB/s
35.230.79.26,443,35.212.128.242,US,Seattle,隧道,22 ms,944 Mbps,120832 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,920 Mbps,117760 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,32 ms,364 Mbps,46694 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,20 ms,573 Mbps,73420 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,41 ms,286 Mbps,36659 kB/s
35.197.23.75,443,35.212.128.242,US,Seattle,隧道,35 ms,390 Mbps,49971 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,125 ms,45 Mbps,5863 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,17 ms,449 Mbps,57548 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,63 ms,238 Mbps,30515 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,78 ms,6 Mbps,776 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,149 ms,43 Mbps,5590 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,169 ms,116 Mbps,14950 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,65 ms,35 Mbps,4532 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,166 ms,2 Mbps,303 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,229 Mbps,29388 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,119 ms,40 Mbps,5239 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,141 ms,40 Mbps,5158 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,190 ms,37 Mbps,4825 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,153 ms,39 Mbps,5098 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,152 ms,40 Mbps,5205 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,157 ms,115 Mbps,14745 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,166 ms,38 Mbps,4896 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,189 ms,84 Mbps,10854 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,202 ms,54 Mbps,6986 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,175 ms,151 Mbps,19353 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,175 ms,42 Mbps,5399 kB/s
