中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,5 ms,7 Mbps,930 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,38 ms,800 Mbps,102400 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,63 ms,434 Mbps,55603 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,70 ms,280 Mbps,35942 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,91 ms,221 Mbps,28364 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,95 ms,46 Mbps,5904 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,67 ms,327 Mbps,41881 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,71 ms,366 Mbps,46899 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,88 ms,200 Mbps,25600 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,72 ms,171 Mbps,21913 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,97 ms,256 Mbps,32870 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,96 ms,226 Mbps,28979 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,91 ms,41 Mbps,5278 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,183 ms,112 Mbps,14336 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,173 ms,117 Mbps,15052 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,161 ms,45 Mbps,5840 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,166 ms,42 Mbps,5441 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,174 ms,36 Mbps,4704 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,172 ms,44 Mbps,5675 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,205 ms,37 Mbps,4831 kB/s
8.219.88.129,443,47.245.114.12,SG,Singapore,隧道,239 ms,56 Mbps,7269 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,235 ms,14 Mbps,1914 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,199 ms,33 Mbps,4265 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,209 ms,73 Mbps,9420 kB/s
