中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,21 ms,816 Mbps,104448 kB/s
35.230.79.26,443,35.212.237.223,US,Seattle,隧道,48 ms,530 Mbps,67891 kB/s
35.197.23.75,443,35.212.237.223,US,Seattle,隧道,51 ms,513 Mbps,65740 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,49 ms,427 Mbps,54681 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,24 ms,3 Mbps,433 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,64 ms,526 Mbps,67379 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,49 ms,441 Mbps,56524 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,63 ms,368 Mbps,47104 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,73 ms,461 Mbps,59084 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,57 ms,543 Mbps,69529 kB/s
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,51 ms,528 Mbps,67584 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,113 ms,215 Mbps,27545 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,123 ms,236 Mbps,30208 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,127 ms,200 Mbps,25702 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,106 ms,48 Mbps,6229 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,161 ms,174 Mbps,22323 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,164 ms,41 Mbps,5357 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,164 ms,41 Mbps,5315 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,163 ms,8 Mbps,1123 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,125 ms,48 Mbps,6196 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,204 ms,32 Mbps,4210 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,224 ms,63 Mbps,8124 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,286 ms,1 Mbps,244 kB/s
