中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,15 ms,358 Mbps,45875 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,14 ms,471 Mbps,60313 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,20 ms,1216 Mbps,155648 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,19 ms,1328 Mbps,169984 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,56 ms,421 Mbps,53964 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,21 ms,318 Mbps,40755 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,24 ms,1128 Mbps,144384 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,18 ms,451 Mbps,57753 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,70 ms,7 Mbps,965 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,29 ms,872 Mbps,111616 kB/s
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,52 ms,578 Mbps,74035 kB/s
35.230.79.26,443,35.212.237.223,US,Seattle,隧道,41 ms,582 Mbps,74547 kB/s
35.197.23.75,443,35.212.237.223,US,Seattle,隧道,44 ms,618 Mbps,79155 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,116 ms,47 Mbps,6030 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,124 ms,215 Mbps,27545 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,122 ms,49 Mbps,6368 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,113 ms,47 Mbps,6089 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,128 ms,47 Mbps,6017 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,145 ms,46 Mbps,5944 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,148 ms,143 Mbps,18329 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,148 ms,173 Mbps,22220 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,148 ms,141 Mbps,18124 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,153 ms,43 Mbps,5599 kB/s
141.144.201.185,443,2606:f240:f00:a683:0:38a7:22cb:c5e,DE,Frankfurt,隧道,138 ms,132 Mbps,16998 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,196 ms,37 Mbps,4784 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,146 ms,38 Mbps,4948 kB/s
