中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
23.94.43.51,443,23.94.43.51,US,Seattle,中转,24 ms,684 Mbps,87552 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,21 ms,920 Mbps,117760 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,27 ms,976 Mbps,124928 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,2 ms,912 Mbps,116736 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,22 ms,514 Mbps,65843 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,62 ms,4 Mbps,638 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,4 ms,2352 Mbps,301056 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,73 ms,356 Mbps,45568 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,116 ms,200 Mbps,25600 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,117 ms,43 Mbps,5535 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,121 ms,42 Mbps,5414 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,161 ms,140 Mbps,17920 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,161 ms,96 Mbps,12390 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,166 ms,49 Mbps,6335 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,156 ms,143 Mbps,18329 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,180 ms,15 Mbps,2021 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,169 ms,44 Mbps,5680 kB/s
8.219.171.140,443,8.219.69.217,SG,Singapore,隧道,189 ms,70 Mbps,9037 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,171 ms,25 Mbps,3217 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,166 ms,45 Mbps,5856 kB/s
