中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,912 Mbps,116736 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,22 ms,912 Mbps,116736 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,21 ms,832 Mbps,106496 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,7 ms,1752 Mbps,224256 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,20 ms,455 Mbps,58265 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,27 ms,896 Mbps,114688 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,21 ms,686 Mbps,87859 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,108 ms,249 Mbps,31948 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,70 ms,2 Mbps,383 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,113 ms,45 Mbps,5867 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,77 ms,311 Mbps,39833 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,112 ms,49 Mbps,6332 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,114 ms,50 Mbps,6462 kB/s
18.184.55.249,443,18.184.55.249,DE,Amsterdam,中转,187 ms,147 Mbps,18841 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,161 ms,47 Mbps,6088 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,140 ms,48 Mbps,6244 kB/s
18.197.218.69,443,18.197.218.69,DE,Amsterdam,中转,161 ms,129 Mbps,16588 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,175 ms,47 Mbps,6117 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,170 ms,120 Mbps,15360 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,134 ms,112 Mbps,14336 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,139 ms,1 Mbps,220 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,159 ms,42 Mbps,5412 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,168 ms,8 Mbps,1098 kB/s
