中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,3 ms,61 Mbps,7883 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,2 ms,7 Mbps,898 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,64 ms,304 Mbps,38912 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,19 ms,769 Mbps,98508 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,68 ms,460 Mbps,58982 kB/s
34.82.76.253,443,34.105.52.138,US,Seattle,隧道,63 ms,404 Mbps,51814 kB/s
35.197.23.75,443,35.212.212.2,US,Seattle,隧道,63 ms,324 Mbps,41574 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,71 ms,456 Mbps,58368 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,260 Mbps,33280 kB/s
35.230.79.26,443,35.212.212.2,US,Seattle,隧道,66 ms,430 Mbps,55091 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,90 ms,46 Mbps,6007 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,70 ms,273 Mbps,35020 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,65 ms,330 Mbps,42291 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,75 ms,340 Mbps,43622 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,81 ms,49 Mbps,6366 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,100 ms,221 Mbps,28364 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,226 Mbps,28979 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,92 ms,43 Mbps,5504 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,182 ms,38 Mbps,4922 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,168 ms,39 Mbps,5017 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,161 ms,114 Mbps,14643 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,173 ms,39 Mbps,5007 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,197 ms,34 Mbps,4446 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,218 ms,0 Mbps,42 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,208 ms,37 Mbps,4823 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,232 ms,34 Mbps,4459 kB/s
8.219.139.93,443,47.84.40.188,SG,Singapore,隧道,229 ms,53 Mbps,6891 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,247 ms,31 Mbps,4034 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,256 ms,35 Mbps,4514 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,75 ms,272 Mbps,34816 kB/s
