中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,38 ms,522 Mbps,66867 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,49 ms,468 Mbps,59904 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,50 ms,404 Mbps,51712 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,49 ms,463 Mbps,59289 kB/s
129.146.46.164,443,129.146.46.164,324 Mbps,41472 kB/s
35.230.79.26,443,35.212.184.110,US,Seattle,隧道,50 ms,472 Mbps,60416 kB/s
35.197.23.75,443,35.212.184.110,US,Seattle,隧道,58 ms,432 Mbps,55296 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,24 ms,560 Mbps,71680 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,28 ms,3 Mbps,483 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,55 ms,148 Mbps,18944 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,115 ms,184 Mbps,23654 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,145 ms,46 Mbps,5922 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,117 ms,227 Mbps,29081 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,135 ms,164 Mbps,21094 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,121 ms,178 Mbps,22835 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,108 ms,47 Mbps,6034 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,149 ms,43 Mbps,5605 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,145 ms,44 Mbps,5665 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,162 ms,42 Mbps,5383 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,123 ms,44 Mbps,5699 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,201 ms,13 Mbps,1698 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,225 ms,36 Mbps,4670 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,210 ms,55 Mbps,7089 kB/s
