中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,2 ms,7 Mbps,955 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,13 ms,732 Mbps,93696 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,63 ms,323 Mbps,41369 kB/s
35.197.23.75,443,35.212.140.104,US,Seattle,隧道,70 ms,344 Mbps,44134 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,75 ms,360 Mbps,46182 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,61 ms,345 Mbps,44236 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,53 ms,385 Mbps,49356 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,95 ms,246 Mbps,31539 kB/s
34.82.76.253,443,34.182.31.213,US,Seattle,隧道,70 ms,386 Mbps,49459 kB/s
35.230.79.26,443,35.212.140.104,US,Seattle,隧道,70 ms,388 Mbps,49664 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,100 ms,47 Mbps,6142 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,99 ms,273 Mbps,35020 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,122 ms,236 Mbps,30310 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,263 Mbps,33689 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,96 ms,42 Mbps,5431 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,158 ms,118 Mbps,15155 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,161 ms,39 Mbps,5105 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,162 ms,36 Mbps,4730 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,201 ms,43 Mbps,5541 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,223 ms,11 Mbps,1497 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,227 ms,35 Mbps,4527 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,230 ms,10 Mbps,1309 kB/s
