中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,2 ms,7 Mbps,955 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,2 ms,64 Mbps,8300 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,58 ms,351 Mbps,44953 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,20 ms,671 Mbps,85913 kB/s
158.178.149.159,443,2606:f240:f00:eaf1:0:edc9:7559:d46d,US,Frankfurt,隧道,94 ms,198 Mbps,25395 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,86 ms,43 Mbps,5555 kB/s
35.197.23.75,443,35.212.208.156,US,Seattle,隧道,69 ms,294 Mbps,37683 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,74 ms,292 Mbps,37478 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,342 Mbps,43827 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,73 ms,311 Mbps,39833 kB/s
34.82.76.253,443,34.187.190.53,US,Seattle,隧道,65 ms,277 Mbps,35532 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,74 ms,254 Mbps,32563 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,67 ms,432 Mbps,55296 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,83 ms,374 Mbps,47923 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,97 ms,276 Mbps,35328 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,69 ms,344 Mbps,44134 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,103 ms,212 Mbps,27238 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,108 ms,222 Mbps,28467 kB/s
35.230.79.26,443,35.212.208.156,US,Seattle,隧道,69 ms,345 Mbps,44236 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,100 ms,42 Mbps,5488 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,100 ms,44 Mbps,5653 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,187 ms,39 Mbps,5119 kB/s
3.112.21.102,443,3.112.21.102,JP,Hong Kong,中转,168 ms,116 Mbps,14848 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,171 ms,42 Mbps,5478 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,218 ms,40 Mbps,5235 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,240 ms,5 Mbps,696 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,223 ms,38 Mbps,4927 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,245 ms,22 Mbps,2816 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,241 ms,36 Mbps,4731 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,258 ms,55 Mbps,7051 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,204 ms,39 Mbps,5006 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,95 ms,45 Mbps,5772 kB/s
