中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,1 ms,976 Mbps,124928 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,4 ms,1168 Mbps,149504 kB/s
35.230.79.26,443,35.212.128.242,US,Seattle,隧道,25 ms,438 Mbps,56115 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,18 ms,452 Mbps,57856 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,4 ms,888 Mbps,113664 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,347 Mbps,44441 kB/s
34.82.76.253,443,35.185.231.63,US,Seattle,隧道,33 ms,888 Mbps,113664 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,3 ms,856 Mbps,109568 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,39 ms,305 Mbps,39116 kB/s
35.197.23.75,443,35.212.128.242,US,Seattle,隧道,23 ms,715 Mbps,91545 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,23 ms,627 Mbps,80281 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,72 ms,49 Mbps,6325 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,72 ms,1 Mbps,242 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,81 ms,376 Mbps,48230 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,109 ms,201 Mbps,25804 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,112 ms,43 Mbps,5606 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,113 ms,208 Mbps,26624 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,115 ms,42 Mbps,5446 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,122 ms,37 Mbps,4777 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,160 ms,109 Mbps,14028 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,136 ms,41 Mbps,5329 kB/s
146.56.175.207,443,161.118.151.165,KR,Seoul,隧道,139 ms,128 Mbps,16486 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,152 ms,39 Mbps,5040 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,150 ms,41 Mbps,5272 kB/s
152.70.62.177,443,163.123.193.24,DE,Frankfurt,隧道,160 ms,112 Mbps,14336 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,166 ms,102 Mbps,13107 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,169 ms,154 Mbps,19763 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,184 ms,16 Mbps,2113 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,187 ms,44 Mbps,5688 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,220 ms,50 Mbps,6459 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,135 ms,45 Mbps,5801 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,153 ms,38 Mbps,4934 kB/s
