中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,10 ms,749 Mbps,95948 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,16 ms,5 Mbps,726 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,58 ms,301 Mbps,38604 kB/s
35.230.79.26,443,35.212.212.2,US,Seattle,隧道,51 ms,249 Mbps,31948 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,49 ms,438 Mbps,56115 kB/s
35.197.23.75,443,35.212.212.2,US,Seattle,隧道,48 ms,341 Mbps,43724 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,54 ms,443 Mbps,56729 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,494 Mbps,63283 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,58 ms,423 Mbps,54169 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,52 ms,476 Mbps,60928 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,112 ms,195 Mbps,24985 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,114 ms,47 Mbps,6071 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,109 ms,192 Mbps,24576 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,116 ms,229 Mbps,29388 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,148 ms,162 Mbps,20787 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,147 ms,41 Mbps,5258 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,152 ms,42 Mbps,5459 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,160 ms,43 Mbps,5547 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,119 ms,44 Mbps,5657 kB/s
8.219.149.83,443,8.222.240.96,SG,Singapore,隧道,207 ms,35 Mbps,4605 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,207 ms,41 Mbps,5252 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,215 ms,38 Mbps,4962 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,234 ms,74 Mbps,9589 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,218 ms,19 Mbps,2492 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,177 ms,41 Mbps,5282 kB/s
