中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,22 ms,649 Mbps,83148 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,5 ms,61 Mbps,7861 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,67 ms,284 Mbps,36454 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,68 ms,366 Mbps,46899 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,67 ms,380 Mbps,48742 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,70 ms,228 Mbps,29184 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,59 ms,327 Mbps,41881 kB/s
35.197.23.75,443,35.212.227.159,US,Seattle,隧道,69 ms,336 Mbps,43008 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,73 ms,355 Mbps,45465 kB/s
129.146.46.164,443,129.146.46.164,US,Seattle,中转,95 ms,24 Mbps,3129 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,93 ms,60 Mbps,7741 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,89 ms,44 Mbps,5754 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,76 ms,256 Mbps,32870 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,89 ms,40 Mbps,5199 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,59 ms,0 Mbps,101 kB/s
35.230.79.26,443,35.212.227.159,US,Seattle,隧道,70 ms,306 Mbps,39219 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,94 ms,49 Mbps,6309 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,182 ms,135 Mbps,17305 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,162 ms,138 Mbps,17715 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,173 ms,32 Mbps,4150 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,166 ms,44 Mbps,5685 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,171 ms,39 Mbps,5048 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,209 ms,41 Mbps,5326 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,199 ms,35 Mbps,4516 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,213 ms,30 Mbps,3933 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,239 ms,20 Mbps,2638 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,194 ms,32 Mbps,4113 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,0 ms,0 Mbps,15 kB/s
