中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,15 ms,5 Mbps,666 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,12 ms,872 Mbps,111616 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,56 ms,309 Mbps,39628 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,53 ms,531 Mbps,67993 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,49 ms,486 Mbps,62259 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,48 ms,564 Mbps,72294 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,48 ms,520 Mbps,66662 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,55 ms,389 Mbps,49868 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,56 ms,339 Mbps,43417 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,414 Mbps,53043 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,98 ms,43 Mbps,5597 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,114 ms,228 Mbps,29184 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,117 ms,208 Mbps,26624 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,115 ms,265 Mbps,33996 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,155 ms,45 Mbps,5806 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,114 ms,46 Mbps,5911 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,144 ms,149 Mbps,19148 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,159 ms,44 Mbps,5646 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,192 ms,31 Mbps,4078 kB/s
54.169.229.188,443,2406:da18:4a0:de01:4536:24d9:ffc0:80ff,SG,Singapore,隧道,212 ms,80 Mbps,10342 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,214 ms,35 Mbps,4528 kB/s
144.24.85.97,443,2602:ffe4:407:20da:0:ccfd:daf6:15ea,SG,Singapore,隧道,254 ms,35 Mbps,4550 kB/s
