中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,20 ms,441 Mbps,56524 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,15 ms,7 Mbps,928 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,15 ms,33 Mbps,4267 kB/s
35.230.79.26,443,35.212.209.228,US,Seattle,隧道,48 ms,331 Mbps,42393 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,48 ms,387 Mbps,49561 kB/s
34.82.76.253,443,35.185.231.63,US,Seattle,隧道,52 ms,99 Mbps,12697 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,48 ms,439 Mbps,56217 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,49 ms,438 Mbps,56115 kB/s
35.197.23.75,443,35.212.209.228,US,Seattle,隧道,48 ms,370 Mbps,47411 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,60 ms,359 Mbps,45977 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,59 ms,268 Mbps,34406 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,102 ms,48 Mbps,6250 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,106 ms,244 Mbps,31334 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,111 ms,199 Mbps,25497 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,114 ms,200 Mbps,25600 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,148 ms,45 Mbps,5835 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,143 ms,151 Mbps,19353 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,115 ms,44 Mbps,5685 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,154 ms,43 Mbps,5548 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,155 ms,40 Mbps,5232 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,157 ms,43 Mbps,5611 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,161 ms,145 Mbps,18636 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,200 ms,39 Mbps,5104 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,223 ms,10 Mbps,1313 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,216 ms,42 Mbps,5392 kB/s
8.219.79.212,443,47.236.51.143,SG,Singapore,隧道,229 ms,80 Mbps,10240 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,235 ms,46 Mbps,5925 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,240 ms,39 Mbps,5075 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,207 ms,0 Mbps,87 kB/s
