中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,2 ms,1576 Mbps,201728 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,713 Mbps,91340 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,2 ms,23 Mbps,3037 kB/s
35.230.79.26,443,35.212.212.40,US,Seattle,隧道,70 ms,392 Mbps,50278 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,77 ms,340 Mbps,43520 kB/s
35.197.23.75,443,35.212.212.40,US,Seattle,隧道,69 ms,353 Mbps,45260 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,73 ms,343 Mbps,43929 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,73 ms,308 Mbps,39526 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,86 ms,2 Mbps,367 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,96 ms,260 Mbps,33382 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,74 ms,216 Mbps,27750 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,83 ms,253 Mbps,32460 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,97 ms,44 Mbps,5699 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,98 ms,45 Mbps,5849 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,94 ms,47 Mbps,6047 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,181 ms,130 Mbps,16691 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,175 ms,43 Mbps,5624 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,178 ms,40 Mbps,5185 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,195 ms,45 Mbps,5829 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,232 ms,40 Mbps,5121 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,211 ms,8 Mbps,1039 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,224 ms,34 Mbps,4376 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,205 ms,88 Mbps,11264 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,156 ms,0 Mbps,37 kB/s
168.138.165.174,443,168.138.165.174,SG,Amsterdam,中转,220 ms,25 Mbps,3209 kB/s
