中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Newark,中转,5 ms,6 Mbps,862 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,623 Mbps,79769 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,66 ms,324 Mbps,41472 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,52 ms,380 Mbps,48640 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,59 ms,356 Mbps,45670 kB/s
35.197.23.75,443,35.212.236.25,US,Seattle,隧道,68 ms,348 Mbps,44544 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,63 ms,136 Mbps,17408 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,69 ms,372 Mbps,47616 kB/s
35.230.79.26,443,35.212.236.25,US,Seattle,隧道,69 ms,383 Mbps,49049 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,282 Mbps,36147 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,96 ms,46 Mbps,5925 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,91 ms,244 Mbps,31232 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,93 ms,47 Mbps,6097 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,95 ms,223 Mbps,28569 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,94 ms,286 Mbps,36659 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,162 ms,132 Mbps,16896 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,169 ms,38 Mbps,4950 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,171 ms,39 Mbps,5113 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,203 ms,32 Mbps,4125 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,237 ms,36 Mbps,4664 kB/s
8.219.97.136,443,8.219.116.219,SG,Singapore,隧道,223 ms,7 Mbps,986 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,207 ms,0 Mbps,35 kB/s
