中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
43.153.80.208,443,43.153.80.208,US,San Jose,中转,18 ms,1200 Mbps,153600 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,35 ms,555 Mbps,71065 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,19 ms,888 Mbps,113664 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,16 ms,1240 Mbps,158720 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,23 ms,832 Mbps,106496 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,13 ms,465 Mbps,59596 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,66 ms,7 Mbps,909 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,38 ms,464 Mbps,59494 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,62 ms,348 Mbps,44646 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,111 ms,195 Mbps,24985 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,138 ms,156 Mbps,20070 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,121 ms,50 Mbps,6518 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,117 ms,50 Mbps,6427 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,115 ms,50 Mbps,6523 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,146 ms,47 Mbps,6057 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,147 ms,143 Mbps,18329 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,148 ms,148 Mbps,19046 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,139 ms,48 Mbps,6186 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,188 ms,33 Mbps,4302 kB/s
150.230.107.89,443,2602:ffe4:407:20d9:0:436f:8bf8:ddad,SG,Singapore,隧道,195 ms,81 Mbps,10444 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,191 ms,31 Mbps,4068 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,137 ms,43 Mbps,5506 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,174 ms,92 Mbps,11776 kB/s
