中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,20 ms,2760 Mbps,353280 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,920 Mbps,117760 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,22 ms,888 Mbps,113664 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,20 ms,1120 Mbps,143360 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,21 ms,453 Mbps,58060 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,22 ms,1088 Mbps,139264 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,26 ms,468 Mbps,59904 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,25 ms,600 Mbps,76800 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,67 ms,350 Mbps,44851 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,111 ms,221 Mbps,28364 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,114 ms,46 Mbps,5978 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,114 ms,43 Mbps,5560 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,100 ms,3 Mbps,443 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,142 ms,44 Mbps,5725 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,165 ms,106 Mbps,13619 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,161 ms,134 Mbps,17203 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,162 ms,105 Mbps,13516 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,153 ms,39 Mbps,5043 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,182 ms,41 Mbps,5357 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,155 ms,36 Mbps,4674 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,182 ms,3 Mbps,497 kB/s
