中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,2 ms,652 Mbps,83558 kB/s
35.230.79.26,443,35.212.128.242,US,Seattle,隧道,28 ms,816 Mbps,104448 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,34 ms,904 Mbps,115712 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,54 ms,444 Mbps,56934 kB/s
184.169.181.217,443,184.169.181.217,US,Seattle,中转,9 ms,503 Mbps,64409 kB/s
35.197.23.75,443,35.212.128.242,US,Seattle,隧道,32 ms,688 Mbps,88064 kB/s
129.146.7.98,443,129.146.7.98,US,Portland,中转,20 ms,334 Mbps,42803 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,74 ms,46 Mbps,6008 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,70 ms,7 Mbps,951 kB/s
129.146.209.97,443,129.146.209.97,US,Ashburn,中转,20 ms,419 Mbps,53657 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,21 ms,469 Mbps,60108 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,38 ms,243 Mbps,31129 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,110 ms,248 Mbps,31846 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,118 ms,43 Mbps,5553 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,166 ms,115 Mbps,14745 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,158 ms,117 Mbps,15052 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,119 ms,41 Mbps,5321 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,151 ms,45 Mbps,5779 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,163 ms,13 Mbps,1751 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,165 ms,135 Mbps,17305 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,155 ms,41 Mbps,5264 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,157 ms,41 Mbps,5305 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,183 ms,36 Mbps,4676 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,196 ms,37 Mbps,4819 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,153 ms,40 Mbps,5209 kB/s
