中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.208.156,US,Seattle,隧道,35 ms,494 Mbps,63283 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,25 ms,719 Mbps,92057 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,35 ms,674 Mbps,86323 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,54 ms,472 Mbps,60416 kB/s
129.146.46.164,443,129.146.46.164,US,332 Mbps,42496 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,51 ms,573 Mbps,73420 kB/s
34.82.76.253,443,34.187.190.53,US,Seattle,隧道,36 ms,685 Mbps,87756 kB/s
35.230.79.26,443,35.212.208.156,US,Seattle,隧道,35 ms,684 Mbps,87654 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,55 ms,6 Mbps,879 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,43 ms,536 Mbps,68608 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,45 ms,53 Mbps,6791 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,126 ms,224 Mbps,28672 kB/s
158.178.149.159,443,2606:f240:f00:eaf1:0:edc9:7559:d46d,US,Frankfurt,隧道,134 ms,164 Mbps,21094 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,144 ms,148 Mbps,18944 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,125 ms,46 Mbps,5889 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,127 ms,45 Mbps,5841 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,149 ms,176 Mbps,22528 kB/s
158.101.201.244,443,2606:f240:f00:46c4:0:2458:ce68:bb51,US,Frankfurt,隧道,131 ms,85 Mbps,10956 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,127 ms,44 Mbps,5651 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,134 ms,43 Mbps,5567 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,138 ms,45 Mbps,5773 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,129 ms,43 Mbps,5531 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,132 ms,0 Mbps,48 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,144 ms,142 Mbps,18227 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,167 ms,40 Mbps,5164 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,172 ms,37 Mbps,4757 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,176 ms,36 Mbps,4639 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,185 ms,10 Mbps,1359 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,207 ms,38 Mbps,4960 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,136 ms,39 Mbps,5065 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,170 ms,129 Mbps,16588 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,178 ms,28 Mbps,3600 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,129 ms,254 Mbps,32563 kB/s
