中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,10 ms,800 Mbps,102400 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,21 ms,56 Mbps,7295 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,48 ms,280 Mbps,35840 kB/s
35.197.23.75,443,35.212.227.159,US,Seattle,隧道,48 ms,344 Mbps,44032 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,61 ms,198 Mbps,25395 kB/s
35.230.79.26,443,35.212.227.159,US,Seattle,隧道,49 ms,414 Mbps,53043 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,48 ms,427 Mbps,54681 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,111 ms,201 Mbps,25804 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,99 ms,48 Mbps,6202 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,109 ms,204 Mbps,26112 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,122 ms,239 Mbps,30617 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,111 ms,49 Mbps,6307 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,113 ms,38 Mbps,4919 kB/s
129.159.84.71,443,129.159.84.71,US,Madrid,中转,53 ms,0 Mbps,73 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,160 ms,149 Mbps,19148 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,143 ms,140 Mbps,18022 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,153 ms,44 Mbps,5674 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,112 ms,45 Mbps,5782 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,159 ms,42 Mbps,5478 kB/s
184.169.181.217,443,184.169.181.217,US,London,中转,59 ms,111 Mbps,14233 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,211 ms,37 Mbps,4738 kB/s
129.146.46.164,443,129.146.46.164,US,London,中转,209 ms,80 Mbps,10342 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,205 ms,32 Mbps,4164 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,191 ms,0 Mbps,67 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,214 ms,38 Mbps,4895 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,206 ms,2 Mbps,343 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,216 ms,29 Mbps,3793 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,200 ms,35 Mbps,4513 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,154 ms,40 Mbps,5236 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,49 ms,400 Mbps,51302 kB/s
