中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,5 ms,7 Mbps,958 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,31 ms,654 Mbps,83763 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,64 ms,316 Mbps,40448 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,442 Mbps,56627 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,69 ms,197 Mbps,25292 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,70 ms,365 Mbps,46796 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,89 ms,246 Mbps,31539 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,97 ms,250 Mbps,32051 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,71 ms,288 Mbps,36966 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,113 ms,299 Mbps,38297 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,59 ms,376 Mbps,48128 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,68 ms,381 Mbps,48844 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,71 ms,432 Mbps,55398 kB/s
158.101.201.244,443,163.123.193.23,DE,Munich,隧道,102 ms,113 Mbps,14540 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,104 ms,45 Mbps,5772 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,90 ms,42 Mbps,5396 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,164 ms,114 Mbps,14643 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,175 ms,36 Mbps,4719 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,169 ms,40 Mbps,5153 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,169 ms,38 Mbps,4907 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,200 ms,39 Mbps,5088 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,235 ms,30 Mbps,3913 kB/s
