中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,21 ms,695 Mbps,88985 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,53 ms,355 Mbps,45465 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,59 ms,420 Mbps,53760 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,91 ms,212 Mbps,27238 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,31 ms,6 Mbps,822 kB/s
129.146.46.164,443,129.146.46.164,372 Mbps,47616 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,89 ms,320 Mbps,41062 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,91 ms,47 Mbps,6023 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,89 ms,264 Mbps,33894 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,73 ms,319 Mbps,40857 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,64 ms,355 Mbps,45465 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,93 ms,48 Mbps,6207 kB/s
158.101.201.244,443,163.123.193.23,DE,Munich,隧道,91 ms,119 Mbps,15257 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,82 ms,280 Mbps,35942 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,91 ms,42 Mbps,5488 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,165 ms,119 Mbps,15257 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,180 ms,41 Mbps,5267 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,169 ms,39 Mbps,5106 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,197 ms,34 Mbps,4406 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,237 ms,28 Mbps,3702 kB/s
150.230.107.89,443,2602:ffe4:407:20d9:0:436f:8bf8:ddad,SG,Singapore,隧道,258 ms,54 Mbps,6932 kB/s
