中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,11 ms,1976 Mbps,252928 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,5 ms,920 Mbps,117760 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,5 ms,456 Mbps,58470 kB/s
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,22 ms,944 Mbps,120832 kB/s
35.197.23.75,443,35.212.241.9,US,Seattle,隧道,22 ms,848 Mbps,108544 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,16 ms,22 Mbps,2831 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,59 ms,331 Mbps,42393 kB/s
35.230.79.26,443,35.212.241.9,US,Seattle,隧道,42 ms,1008 Mbps,129024 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,108 ms,230 Mbps,29491 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,71 ms,6 Mbps,885 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,112 ms,231 Mbps,29593 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,116 ms,48 Mbps,6221 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,112 ms,48 Mbps,6217 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,148 ms,45 Mbps,5807 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,163 ms,120 Mbps,15462 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,139 ms,47 Mbps,6140 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,175 ms,128 Mbps,16384 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,174 ms,28 Mbps,3651 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,183 ms,96 Mbps,12390 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,157 ms,28 Mbps,3664 kB/s
