中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,10 ms,7 Mbps,970 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,21 ms,88 Mbps,11366 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,28 ms,523 Mbps,66969 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,244 Mbps,31232 kB/s
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,68 ms,305 Mbps,39116 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,412 Mbps,52736 kB/s
34.82.76.253,443,34.187.190.53,US,Seattle,隧道,72 ms,367 Mbps,47001 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,90 ms,49 Mbps,6293 kB/s
132.226.134.15,443,163.123.193.7,DE,Frankfurt,隧道,102 ms,217 Mbps,27852 kB/s
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,71 ms,376 Mbps,48230 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,79 ms,248 Mbps,31744 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,72 ms,249 Mbps,31948 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,102 ms,263 Mbps,33689 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,72 ms,332 Mbps,42496 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,96 ms,121 Mbps,15564 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,88 ms,44 Mbps,5710 kB/s
152.70.55.39,443,2606:f240:f00:2be4:0:3216:60cc:e68f,US,Frankfurt,隧道,95 ms,218 Mbps,27955 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,162 ms,37 Mbps,4839 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,96 ms,43 Mbps,5519 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,176 ms,36 Mbps,4638 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,180 ms,114 Mbps,14643 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,160 ms,104 Mbps,13414 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,181 ms,35 Mbps,4586 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,218 ms,0 Mbps,85 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,215 ms,40 Mbps,5244 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,219 ms,35 Mbps,4604 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,201 ms,38 Mbps,4887 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,228 ms,41 Mbps,5335 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,202 ms,60 Mbps,7713 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,212 ms,0 Mbps,56 kB/s
