中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,26 ms,6 Mbps,857 kB/s
35.230.79.26,443,35.212.128.242,US,Seattle,隧道,48 ms,108 Mbps,13824 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,40 ms,660 Mbps,84582 kB/s
35.197.23.75,443,35.212.128.242,US,Seattle,隧道,52 ms,514 Mbps,65843 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,27 ms,641 Mbps,82124 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,58 ms,532 Mbps,68096 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,57 ms,400 Mbps,51302 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,51 ms,552 Mbps,70758 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,47 ms,674 Mbps,86323 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,59 ms,456 Mbps,58368 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,114 ms,45 Mbps,5780 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,122 ms,160 Mbps,20582 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,124 ms,184 Mbps,23552 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,132 ms,164 Mbps,20992 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,135 ms,144 Mbps,18432 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,149 ms,39 Mbps,5044 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,147 ms,39 Mbps,5100 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,118 ms,40 Mbps,5186 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,173 ms,43 Mbps,5576 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,196 ms,9 Mbps,1207 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,201 ms,39 Mbps,5083 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,123 ms,3 Mbps,397 kB/s
