中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,7 ms,4 Mbps,582 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,18 ms,816 Mbps,104448 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,59 ms,420 Mbps,53760 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,64 ms,312 Mbps,40038 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,92 ms,248 Mbps,31846 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,68 ms,326 Mbps,41779 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,69 ms,334 Mbps,42803 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,74 ms,308 Mbps,39424 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,70 ms,18 Mbps,2428 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,67 ms,348 Mbps,44544 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,88 ms,231 Mbps,29593 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,92 ms,44 Mbps,5702 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,91 ms,228 Mbps,29286 kB/s
141.144.200.134,443,2606:f240:f00:2be4:0:3123:621c:4abb,DE,Munich,隧道,91 ms,212 Mbps,27238 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,90 ms,45 Mbps,5802 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,171 ms,111 Mbps,14233 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,178 ms,120 Mbps,15360 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,163 ms,39 Mbps,5110 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,172 ms,36 Mbps,4659 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,173 ms,34 Mbps,4464 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,182 ms,48 Mbps,6198 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,201 ms,40 Mbps,5121 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,244 ms,35 Mbps,4501 kB/s
