中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,10 ms,781 Mbps,100044 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,27 ms,6 Mbps,850 kB/s
35.197.23.75,443,35.212.154.209,US,Seattle,隧道,49 ms,497 Mbps,63692 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,58 ms,308 Mbps,39424 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,49 ms,443 Mbps,56729 kB/s
35.230.79.26,443,35.212.154.209,US,Seattle,隧道,49 ms,484 Mbps,61952 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,61 ms,456 Mbps,58470 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,50 ms,379 Mbps,48537 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,52 ms,504 Mbps,64512 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,50 ms,400 Mbps,51302 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,47 ms,397 Mbps,50892 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,107 ms,188 Mbps,24064 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,105 ms,185 Mbps,23756 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,105 ms,49 Mbps,6313 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,105 ms,211 Mbps,27033 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,152 ms,177 Mbps,22732 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,151 ms,45 Mbps,5838 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,156 ms,41 Mbps,5358 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,111 ms,48 Mbps,6196 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,197 ms,37 Mbps,4763 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,228 ms,13 Mbps,1714 kB/s
