中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,13 ms,7 Mbps,957 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,741 Mbps,94924 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,419 Mbps,53657 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,257 Mbps,32972 kB/s
35.197.23.75,443,35.212.236.25,US,Seattle,隧道,69 ms,320 Mbps,40960 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,87 ms,50 Mbps,6457 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,63 ms,361 Mbps,46284 kB/s
35.230.79.26,443,35.212.236.25,US,Seattle,隧道,72 ms,404 Mbps,51814 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,68 ms,327 Mbps,41881 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,89 ms,248 Mbps,31846 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,91 ms,47 Mbps,6100 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,98 ms,289 Mbps,37068 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,91 ms,244 Mbps,31334 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,162 ms,115 Mbps,14745 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,177 ms,42 Mbps,5451 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,168 ms,39 Mbps,5014 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,171 ms,41 Mbps,5277 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,197 ms,36 Mbps,4626 kB/s
168.138.165.174,443,168.138.165.174,SG,Seattle,中转,242 ms,40 Mbps,5152 kB/s
