中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,5 ms,60 Mbps,7709 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,9 ms,3 Mbps,490 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,28 ms,800 Mbps,102400 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,293 Mbps,37580 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,53 ms,383 Mbps,49049 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,76 ms,347 Mbps,44441 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,71 ms,368 Mbps,47104 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,63 ms,426 Mbps,54579 kB/s
34.82.76.253,443,35.185.231.63,US,Seattle,隧道,72 ms,358 Mbps,45875 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,73 ms,302 Mbps,38707 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,98 ms,44 Mbps,5734 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,102 ms,42 Mbps,5411 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,73 ms,259 Mbps,33177 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,79 ms,263 Mbps,33689 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,100 ms,247 Mbps,31641 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,100 ms,204 Mbps,26214 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,99 ms,192 Mbps,24576 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,107 ms,47 Mbps,6045 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,174 ms,135 Mbps,17305 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,172 ms,41 Mbps,5317 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,165 ms,45 Mbps,5878 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,210 ms,39 Mbps,4992 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,202 ms,41 Mbps,5260 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,214 ms,0 Mbps,5 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,239 ms,12 Mbps,1633 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,262 ms,33 Mbps,4248 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,206 ms,36 Mbps,4688 kB/s
