中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,35.212.212.2,US,Seattle,隧道,25 ms,864 Mbps,110592 kB/s
35.197.23.75,443,35.212.212.2,US,Seattle,隧道,33 ms,880 Mbps,112640 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,622 Mbps,79667 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,21 ms,824 Mbps,105472 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,27 ms,888 Mbps,113664 kB/s
129.146.46.164,443,129.146.46.164,US,369 Mbps,47308 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,18 ms,435 Mbps,55705 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,71 ms,362 Mbps,46387 kB/s
129.159.84.71,443,129.159.84.71,US,Los Angeles,中转,71 ms,7 Mbps,905 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,107 ms,201 Mbps,25804 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,112 ms,44 Mbps,5759 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,113 ms,43 Mbps,5566 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,167 ms,104 Mbps,13312 kB/s
8.219.149.83,443,8.222.240.96,SG,Singapore,隧道,168 ms,61 Mbps,7884 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,167 ms,15 Mbps,1940 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,135 ms,49 Mbps,6299 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,160 ms,47 Mbps,6091 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,175 ms,149 Mbps,19148 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,152 ms,48 Mbps,6254 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,177 ms,119 Mbps,15257 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,179 ms,43 Mbps,5608 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,202 ms,61 Mbps,7872 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,156 ms,45 Mbps,5772 kB/s
