中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,9 ms,832 Mbps,106496 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,15 ms,7 Mbps,924 kB/s
35.197.23.75,443,35.212.184.110,US,Seattle,隧道,54 ms,489 Mbps,62668 kB/s
34.82.76.253,443,34.182.31.213,US,Seattle,隧道,49 ms,100 Mbps,12902 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,46 ms,454 Mbps,58163 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,60 ms,341 Mbps,43724 kB/s
35.230.79.26,443,35.212.184.110,US,Seattle,隧道,50 ms,506 Mbps,64819 kB/s
129.146.46.164,443,129.146.46.164,296 Mbps,37888 kB/s
129.146.46.164,,,隧道,0 ms,null Mbps,null kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,56 ms,348 Mbps,44544 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,51 ms,456 Mbps,58368 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,109 ms,97 Mbps,12492 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,101 ms,51 Mbps,6603 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,113 ms,47 Mbps,6032 kB/s
141.144.201.185,443,163.123.193.10,DE,Frankfurt,隧道,109 ms,236 Mbps,30310 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,108 ms,193 Mbps,24780 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,110 ms,212 Mbps,27238 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,153 ms,44 Mbps,5723 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,155 ms,46 Mbps,5943 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,108 ms,42 Mbps,5500 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,155 ms,46 Mbps,5945 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,147 ms,156 Mbps,20070 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,156 ms,40 Mbps,5187 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,206 ms,9 Mbps,1245 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,197 ms,35 Mbps,4516 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,221 ms,26 Mbps,3376 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,203 ms,8 Mbps,1061 kB/s
