中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,17 ms,623 Mbps,79769 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,39 ms,508 Mbps,65024 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,41 ms,541 Mbps,69324 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,23 ms,7 Mbps,940 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,50 ms,500 Mbps,64000 kB/s
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,53 ms,458 Mbps,58675 kB/s
35.197.23.75,443,35.212.237.223,US,Seattle,隧道,56 ms,343 Mbps,43929 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,49 ms,376 Mbps,48230 kB/s
35.230.79.26,443,35.212.237.223,US,Seattle,隧道,60 ms,371 Mbps,47513 kB/s
84.235.175.57,443,2606:f240:f00:83a7:0:44e1:188d:c764,DE,Frankfurt,隧道,122 ms,164 Mbps,20992 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,127 ms,175 Mbps,22425 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,127 ms,177 Mbps,22732 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,125 ms,184 Mbps,23552 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,127 ms,47 Mbps,6050 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,132 ms,148 Mbps,18944 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,43 ms,384 Mbps,49152 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,142 ms,43 Mbps,5604 kB/s
131.186.33.175,443,152.70.108.200,JP,Tokyo,隧道,139 ms,141 Mbps,18124 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,166 ms,33 Mbps,4249 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,122 ms,47 Mbps,6104 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,227 ms,1 Mbps,249 kB/s
