中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,31 ms,572 Mbps,73318 kB/s
35.230.79.26,443,35.212.204.241,US,Seattle,隧道,51 ms,445 Mbps,57036 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,39 ms,475 Mbps,60825 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,52 ms,384 Mbps,49152 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,39 ms,376 Mbps,48128 kB/s
34.82.76.253,443,136.118.180.134,US,Seattle,隧道,49 ms,477 Mbps,61132 kB/s
35.197.23.75,443,35.212.204.241,US,Seattle,隧道,53 ms,491 Mbps,62873 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,56 ms,492 Mbps,62976 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,40 ms,545 Mbps,69836 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,28 ms,2 Mbps,258 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,127 ms,200 Mbps,25600 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,138 ms,165 Mbps,21196 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,116 ms,48 Mbps,6163 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,138 ms,46 Mbps,5943 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,145 ms,46 Mbps,5920 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,152 ms,45 Mbps,5818 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,144 ms,44 Mbps,5733 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,148 ms,166 Mbps,21299 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,170 ms,30 Mbps,3936 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,123 ms,44 Mbps,5688 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,216 ms,4 Mbps,607 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,162 ms,108 Mbps,13824 kB/s
