中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,27 ms,467 Mbps,59801 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,22 ms,572 Mbps,73216 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,29 ms,322 Mbps,41267 kB/s
35.197.23.75,443,35.212.226.106,US,Seattle,隧道,36 ms,160 Mbps,20582 kB/s
35.230.79.26,443,35.212.226.106,US,Seattle,隧道,40 ms,421 Mbps,53964 kB/s
34.82.76.253,443,34.83.144.186,US,Seattle,隧道,42 ms,361 Mbps,46284 kB/s
184.169.181.217,443,184.169.181.217,US,Seattle,中转,30 ms,730 Mbps,93491 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,40 ms,472 Mbps,60518 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,56 ms,420 Mbps,53862 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,59 ms,48 Mbps,6193 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,61 ms,7 Mbps,949 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,113 ms,214 Mbps,27443 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,127 ms,212 Mbps,27136 kB/s
158.178.154.78,443,2606:f240:f00:a683:0:5161:c7fc:8919,DE,Frankfurt,隧道,151 ms,134 Mbps,17203 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,139 ms,144 Mbps,18534 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,172 ms,1 Mbps,157 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,120 ms,43 Mbps,5534 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,151 ms,43 Mbps,5567 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,151 ms,127 Mbps,16281 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,119 ms,42 Mbps,5485 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,149 ms,123 Mbps,15769 kB/s
168.138.212.80,443,168.138.212.80,JP,Seattle,中转,108 ms,39 Mbps,5024 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,168 ms,37 Mbps,4742 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,163 ms,40 Mbps,5146 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,151 ms,40 Mbps,5169 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,138 ms,108 Mbps,13926 kB/s
193.123.38.223,443,2606:f240:f00:eaf1:0:48b2:c397:9149,DE,Frankfurt,隧道,164 ms,154 Mbps,19763 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,183 ms,45 Mbps,5841 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,184 ms,28 Mbps,3606 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,151 ms,38 Mbps,4887 kB/s
