中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
34.82.76.253,443,34.187.190.53,US,Seattle,隧道,25 ms,928 Mbps,118784 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,6 ms,1264 Mbps,161792 kB/s
35.197.23.75,443,35.212.128.242,US,Seattle,隧道,28 ms,872 Mbps,111616 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,7 ms,808 Mbps,103424 kB/s
35.230.79.26,443,35.212.128.242,US,Seattle,隧道,24 ms,340 Mbps,43622 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,18 ms,360 Mbps,46080 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,28 ms,631 Mbps,80793 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,29 ms,438 Mbps,56115 kB/s
129.146.46.164,443,129.146.46.164,272 Mbps,34816 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,70 ms,3 Mbps,453 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,210 Mbps,26931 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,71 ms,47 Mbps,6135 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,72 ms,311 Mbps,39833 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,116 ms,44 Mbps,5700 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,115 ms,43 Mbps,5545 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,113 ms,44 Mbps,5674 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,122 ms,42 Mbps,5393 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,145 ms,42 Mbps,5406 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,132 ms,41 Mbps,5257 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,175 ms,38 Mbps,4901 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,152 ms,39 Mbps,5092 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,161 ms,46 Mbps,5967 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,167 ms,127 Mbps,16281 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,164 ms,45 Mbps,5817 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,161 ms,152 Mbps,19456 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,158 ms,123 Mbps,15769 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,221 ms,9 Mbps,1176 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,165 ms,45 Mbps,5840 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,28 ms,275 Mbps,35225 kB/s
