中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,16 ms,42 Mbps,5417 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,9 ms,824 Mbps,105472 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,51 ms,377 Mbps,48332 kB/s
35.230.79.26,443,35.212.227.159,US,Seattle,隧道,48 ms,495 Mbps,63385 kB/s
35.197.23.75,443,35.212.227.159,US,Seattle,隧道,50 ms,455 Mbps,58265 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,48 ms,416 Mbps,53248 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,67 ms,408 Mbps,52224 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,49 ms,394 Mbps,50483 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,61 ms,222 Mbps,28467 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,49 ms,348 Mbps,44646 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,110 ms,170 Mbps,21811 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,57 ms,0 Mbps,109 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,123 ms,200 Mbps,25702 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,115 ms,48 Mbps,6194 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,115 ms,207 Mbps,26521 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,110 ms,34 Mbps,4435 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,101 ms,48 Mbps,6169 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,111 ms,49 Mbps,6399 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,144 ms,147 Mbps,18841 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,156 ms,154 Mbps,19763 kB/s
168.138.46.67,443,168.138.46.67,JP,Tokyo,中转,161 ms,44 Mbps,5673 kB/s
168.138.212.80,443,168.138.212.80,JP,Hong Kong,中转,145 ms,42 Mbps,5378 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,192 ms,39 Mbps,5029 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,201 ms,12 Mbps,1658 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,207 ms,35 Mbps,4544 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,216 ms,20 Mbps,2582 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,234 ms,3 Mbps,417 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,206 ms,1 Mbps,188 kB/s
