中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,1 ms,936 Mbps,119808 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,5 ms,904 Mbps,115712 kB/s
35.197.23.75,443,35.212.208.156,US,Seattle,隧道,24 ms,928 Mbps,118784 kB/s
35.230.79.26,443,35.212.208.156,US,Seattle,隧道,43 ms,880 Mbps,112640 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,45 ms,373 Mbps,47820 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,20 ms,608 Mbps,77926 kB/s
34.82.76.253,443,34.187.190.53,US,Seattle,隧道,35 ms,928 Mbps,118784 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,100 ms,264 Mbps,33792 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,84 ms,48 Mbps,6267 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,68 ms,7 Mbps,917 kB/s
3.112.21.102,443,3.112.21.102,JP,Hong Kong,中转,112 ms,205 Mbps,26316 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,112 ms,44 Mbps,5654 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,111 ms,41 Mbps,5266 kB/s
158.178.149.159,443,2606:f240:f00:eaf1:0:edc9:7559:d46d,US,Frankfurt,隧道,155 ms,124 Mbps,15974 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,153 ms,140 Mbps,17920 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,158 ms,105 Mbps,13516 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,160 ms,112 Mbps,14438 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,135 ms,40 Mbps,5220 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,166 ms,13 Mbps,1739 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,155 ms,38 Mbps,4887 kB/s
158.101.201.244,443,2606:f240:f00:46c4:0:2458:ce68:bb51,US,Frankfurt,隧道,148 ms,64 Mbps,8282 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,155 ms,48 Mbps,6192 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,169 ms,46 Mbps,5993 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,156 ms,47 Mbps,6089 kB/s
143.47.185.70,443,2606:f240:f00:5a42:0:88e5:130b:9c40,US,Frankfurt,隧道,177 ms,115 Mbps,14745 kB/s
8.219.203.101,443,47.236.1.53,SG,Singapore,隧道,174 ms,103 Mbps,13209 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,176 ms,16 Mbps,2086 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,180 ms,93 Mbps,11980 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,154 ms,38 Mbps,4949 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,1160 ms,5 Mbps,659 kB/s
