中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,1 ms,7 Mbps,953 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,19 ms,800 Mbps,102400 kB/s
129.146.46.164,443,129.146.46.164,300 Mbps,38400 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,73 ms,347 Mbps,44441 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,71 ms,352 Mbps,45056 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,61 ms,300 Mbps,38502 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,57 ms,336 Mbps,43008 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,84 ms,369 Mbps,47308 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,68 ms,332 Mbps,42496 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,66 ms,293 Mbps,37580 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,264 Mbps,33792 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,210 Mbps,26931 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,63 ms,367 Mbps,47001 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,98 ms,263 Mbps,33689 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,85 ms,42 Mbps,5433 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,100 ms,51 Mbps,6536 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,104 ms,50 Mbps,6427 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,168 ms,130 Mbps,16691 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,161 ms,42 Mbps,5495 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,171 ms,34 Mbps,4407 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,171 ms,39 Mbps,5035 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,188 ms,43 Mbps,5522 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,201 ms,35 Mbps,4545 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,198 ms,28 Mbps,3669 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,212 ms,11 Mbps,1530 kB/s
158.101.201.244,443,2606:f240:f00:eaf1:0:9e7b:229b:5774,US,Salt Lake City,隧道,114 ms,152 Mbps,19558 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,228 ms,35 Mbps,4526 kB/s
