中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,15 ms,419 Mbps,53657 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,15 ms,7 Mbps,966 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,18 ms,75 Mbps,9683 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,49 ms,395 Mbps,50585 kB/s
34.82.76.253,443,35.185.231.63,US,Seattle,隧道,51 ms,284 Mbps,36352 kB/s
129.146.46.164,443,129.146.46.164,US,300 Mbps,38502 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,58 ms,436 Mbps,55910 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,52 ms,400 Mbps,51200 kB/s
35.197.23.75,443,35.212.181.70,US,Seattle,隧道,50 ms,418 Mbps,53555 kB/s
35.230.79.26,443,35.212.181.70,US,Seattle,隧道,50 ms,397 Mbps,50892 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,108 ms,258 Mbps,33075 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,106 ms,206 Mbps,26419 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,116 ms,204 Mbps,26112 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,102 ms,49 Mbps,6286 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,108 ms,49 Mbps,6290 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,106 ms,47 Mbps,6122 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,154 ms,145 Mbps,18636 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,164 ms,44 Mbps,5651 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,155 ms,41 Mbps,5366 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,203 ms,40 Mbps,5121 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,239 ms,39 Mbps,5105 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,194 ms,39 Mbps,5115 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,239 ms,40 Mbps,5231 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,207 ms,28 Mbps,3647 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,228 ms,63 Mbps,8115 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,201 ms,0 Mbps,3 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,59 ms,253 Mbps,32460 kB/s
