中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,9 ms,848 Mbps,108544 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,15 ms,4 Mbps,568 kB/s
35.197.23.75,443,35.212.238.81,US,Seattle,隧道,50 ms,426 Mbps,54579 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,54 ms,422 Mbps,54067 kB/s
35.230.79.26,443,35.212.238.81,US,Seattle,隧道,52 ms,482 Mbps,61747 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,49 ms,498 Mbps,63795 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,56 ms,471 Mbps,60313 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,67 ms,481 Mbps,61644 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,109 ms,189 Mbps,24268 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,113 ms,197 Mbps,25292 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,109 ms,46 Mbps,6013 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,112 ms,216 Mbps,27750 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,158 ms,145 Mbps,18636 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,148 ms,138 Mbps,17715 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,150 ms,38 Mbps,4886 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,155 ms,37 Mbps,4807 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,152 ms,40 Mbps,5192 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,119 ms,41 Mbps,5305 kB/s
8.219.179.34,443,8.222.236.107,SG,Singapore,隧道,214 ms,77 Mbps,9968 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,209 ms,37 Mbps,4848 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,225 ms,40 Mbps,5229 kB/s
