中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,5 ms,7 Mbps,975 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,688 Mbps,88064 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,53 ms,397 Mbps,50892 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,59 ms,493 Mbps,63180 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,68 ms,312 Mbps,40038 kB/s
35.230.79.26,443,35.212.237.223,US,Seattle,隧道,88 ms,363 Mbps,46489 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,58 ms,350 Mbps,44851 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,97 ms,206 Mbps,26419 kB/s
35.197.23.75,443,35.212.237.223,US,Seattle,隧道,67 ms,376 Mbps,48230 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,60 ms,360 Mbps,46182 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,316 Mbps,40448 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,60 ms,342 Mbps,43827 kB/s
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,76 ms,432 Mbps,55398 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,92 ms,51 Mbps,6593 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,99 ms,246 Mbps,31539 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,99 ms,287 Mbps,36761 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,160 ms,130 Mbps,16691 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,102 ms,47 Mbps,6030 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,174 ms,40 Mbps,5210 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,173 ms,42 Mbps,5435 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,203 ms,39 Mbps,5010 kB/s
8.219.151.64,443,8.219.116.219,SG,Singapore,隧道,236 ms,34 Mbps,4446 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,252 ms,8 Mbps,1093 kB/s
