中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,46 ms,451 Mbps,57753 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,15 ms,7 Mbps,969 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,9 ms,583 Mbps,74649 kB/s
35.197.23.75,443,35.212.226.106,US,Seattle,隧道,48 ms,521 Mbps,66764 kB/s
35.230.79.26,443,35.212.226.106,US,Seattle,隧道,49 ms,548 Mbps,70144 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,62 ms,336 Mbps,43008 kB/s
34.82.76.253,443,34.83.144.186,US,Seattle,隧道,54 ms,488 Mbps,62464 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,53 ms,353 Mbps,45260 kB/s
141.147.117.4,443,2606:f240:f00:2be4:0:4c70:396a:295a,DE,Frankfurt,隧道,111 ms,205 Mbps,26316 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,113 ms,242 Mbps,31027 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,114 ms,205 Mbps,26316 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,103 ms,48 Mbps,6207 kB/s
141.148.224.54,443,2606:f240:f00:b2ed:0:e112:9f9c:a47,DE,Frankfurt,隧道,107 ms,124 Mbps,15974 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,110 ms,48 Mbps,6175 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,115 ms,199 Mbps,25497 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,145 ms,140 Mbps,17920 kB/s
129.146.7.98,443,129.146.7.98,US,London,中转,50 ms,307 Mbps,39321 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,154 ms,44 Mbps,5662 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,158 ms,40 Mbps,5205 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,114 ms,43 Mbps,5578 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,186 ms,40 Mbps,5234 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,188 ms,37 Mbps,4841 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,205 ms,35 Mbps,4488 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,230 ms,39 Mbps,5026 kB/s
