中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,16 ms,816 Mbps,104448 kB/s
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,50 ms,498 Mbps,63795 kB/s
34.82.76.253,443,34.83.144.186,US,Seattle,隧道,51 ms,472 Mbps,60518 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,62 ms,417 Mbps,53452 kB/s
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,49 ms,476 Mbps,60928 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,50 ms,380 Mbps,48640 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,101 ms,37 Mbps,4839 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,112 ms,174 Mbps,22323 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,53 ms,330 Mbps,42291 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,112 ms,206 Mbps,26419 kB/s
152.70.52.84,443,163.123.193.4,DE,Frankfurt,隧道,113 ms,194 Mbps,24883 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,111 ms,251 Mbps,32153 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,144 ms,183 Mbps,23449 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,116 ms,46 Mbps,5973 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,107 ms,48 Mbps,6184 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,161 ms,46 Mbps,5980 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,193 ms,5 Mbps,685 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,219 ms,30 Mbps,3844 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,210 ms,17 Mbps,2270 kB/s
131.186.33.175,443,2602:ffe4:407:21d9:0:1049:9da0:b3,SG,Singapore,隧道,216 ms,39 Mbps,5073 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,207 ms,28 Mbps,3636 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,202 ms,32 Mbps,4210 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,258 ms,11 Mbps,1471 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,95 ms,0 Mbps,54 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,154 ms,32 Mbps,4207 kB/s
