中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,19 ms,799 Mbps,102297 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,11 ms,5 Mbps,680 kB/s
35.197.23.75,443,35.212.236.25,US,Seattle,隧道,63 ms,257 Mbps,32972 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,58 ms,321 Mbps,41164 kB/s
129.146.46.164,443,129.146.46.164,US,327 Mbps,41881 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,62 ms,400 Mbps,51200 kB/s
35.230.79.26,443,35.212.236.25,US,Seattle,隧道,69 ms,291 Mbps,37273 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,94 ms,43 Mbps,5507 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,82 ms,293 Mbps,37580 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,263 Mbps,33689 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,73 ms,300 Mbps,38502 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,103 ms,262 Mbps,33587 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,88 ms,230 Mbps,29491 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,91 ms,215 Mbps,27545 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,85 ms,45 Mbps,5841 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,95 ms,44 Mbps,5706 kB/s
193.123.164.128,443,152.70.104.125,JP,Tokyo,隧道,164 ms,116 Mbps,14950 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,161 ms,128 Mbps,16486 kB/s
150.230.63.93,443,150.230.63.93,,colo.txt:Osaka,中转,0 ms,46 Mbps,5985 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,179 ms,33 Mbps,4278 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,169 ms,44 Mbps,5669 kB/s
130.162.145.204,443,161.118.130.45,KR,Seoul,隧道,202 ms,84 Mbps,10752 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,208 ms,38 Mbps,4865 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,240 ms,53 Mbps,6905 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,245 ms,36 Mbps,4733 kB/s
8.219.1.169,443,8.219.1.169,SG,Hong Kong,中转,231 ms,6 Mbps,885 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,205 ms,89 Mbps,11468 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,204 ms,30 Mbps,3880 kB/s
