中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,9 ms,808 Mbps,103424 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,18 ms,7 Mbps,929 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,59 ms,311 Mbps,39833 kB/s
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,49 ms,539 Mbps,69017 kB/s
34.82.76.253,443,34.83.144.186,US,Seattle,隧道,54 ms,516 Mbps,66150 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,65 ms,505 Mbps,64716 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,49 ms,443 Mbps,56729 kB/s
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,48 ms,465 Mbps,59596 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,53 ms,415 Mbps,53145 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,49 ms,406 Mbps,52019 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,115 ms,188 Mbps,24166 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,106 ms,187 Mbps,23961 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,116 ms,198 Mbps,25395 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,103 ms,44 Mbps,5759 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,109 ms,44 Mbps,5704 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,149 ms,138 Mbps,17715 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,112 ms,42 Mbps,5471 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,158 ms,40 Mbps,5217 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,150 ms,39 Mbps,4995 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,153 ms,3 Mbps,497 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,201 ms,42 Mbps,5473 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,199 ms,34 Mbps,4380 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,203 ms,40 Mbps,5202 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,200 ms,2 Mbps,338 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,216 ms,40 Mbps,5128 kB/s
146.56.146.67,443,128.14.110.206,SG,Singapore,隧道,260 ms,34 Mbps,4387 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,174 ms,75 Mbps,9604 kB/s
