中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,15 ms,7 Mbps,954 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,61 ms,294 Mbps,37683 kB/s
35.197.23.75,443,35.212.130.240,US,Seattle,隧道,50 ms,525 Mbps,67276 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,22 ms,808 Mbps,103424 kB/s
35.230.79.26,443,35.212.130.240,US,Seattle,隧道,49 ms,541 Mbps,69324 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,52 ms,559 Mbps,71577 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,53 ms,447 Mbps,57241 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,51 ms,544 Mbps,69734 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,50 ms,476 Mbps,60928 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,57 ms,88 Mbps,11264 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,69 ms,488 Mbps,62464 kB/s
34.82.76.253,443,34.83.12.158,US,Seattle,隧道,59 ms,481 Mbps,61644 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,108 ms,231 Mbps,29593 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,123 ms,184 Mbps,23552 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,118 ms,46 Mbps,5967 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,152 ms,141 Mbps,18124 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,119 ms,176 Mbps,22528 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,146 ms,40 Mbps,5211 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,116 ms,46 Mbps,5984 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,168 ms,33 Mbps,4283 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,148 ms,40 Mbps,5227 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,162 ms,48 Mbps,6224 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,200 ms,15 Mbps,1968 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,237 ms,0 Mbps,77 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,209 ms,79 Mbps,10137 kB/s
