中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,11 ms,920 Mbps,117760 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,1 ms,1936 Mbps,247808 kB/s
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,23 ms,453 Mbps,58060 kB/s
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,24 ms,777 Mbps,99532 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,19 ms,593 Mbps,75980 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,68 ms,288 Mbps,36966 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,71 ms,46 Mbps,5968 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,113 ms,49 Mbps,6370 kB/s
3.112.21.102,443,3.112.21.102,JP,Hong Kong,中转,112 ms,215 Mbps,27545 kB/s
64.110.101.125,443,64.110.101.125,JP,Hong Kong,中转,112 ms,221 Mbps,28364 kB/s
64.110.104.30,443,64.110.104.30,JP,Tokyo,中转,114 ms,42 Mbps,5452 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,141 ms,15 Mbps,2002 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,147 ms,36 Mbps,4719 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,160 ms,43 Mbps,5627 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,174 ms,21 Mbps,2724 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,161 ms,42 Mbps,5485 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,173 ms,117 Mbps,15052 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,166 ms,119 Mbps,15257 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,168 ms,44 Mbps,5721 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,159 ms,137 Mbps,17612 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,170 ms,37 Mbps,4767 kB/s
129.154.197.32,443,2602:ffe4:407:20d9:0:f0e:3122:3109,SG,Singapore,隧道,211 ms,71 Mbps,9170 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,140 ms,133 Mbps,17100 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,165 ms,45 Mbps,5769 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,173 ms,0 Mbps,4 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,177 ms,14 Mbps,1919 kB/s
