中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,25 ms,78 Mbps,10035 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,27 ms,652 Mbps,83456 kB/s
35.197.23.75,443,35.212.227.159,US,Seattle,隧道,49 ms,369 Mbps,47308 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,60 ms,324 Mbps,41472 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,51 ms,492 Mbps,62976 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,47 ms,400 Mbps,51302 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,49 ms,399 Mbps,51097 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,45 ms,508 Mbps,65024 kB/s
35.230.79.26,443,35.212.227.159,US,Seattle,隧道,51 ms,488 Mbps,62566 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,56 ms,413 Mbps,52940 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,62 ms,240 Mbps,30822 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,61 ms,0 Mbps,99 kB/s
141.144.198.61,443,2606:f240:f00:83a7:0:b900:851a:b2ee,DE,Frankfurt,隧道,120 ms,149 Mbps,19148 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,118 ms,42 Mbps,5470 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,127 ms,42 Mbps,5445 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,147 ms,38 Mbps,4903 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,141 ms,154 Mbps,19763 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,135 ms,179 Mbps,22937 kB/s
141.144.204.181,443,2606:f240:f00:a683:0:1ebf:989a:f98a,DE,Frankfurt,隧道,117 ms,150 Mbps,19251 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,130 ms,299 Mbps,38297 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,147 ms,168 Mbps,21606 kB/s
150.230.63.93,443,150.230.63.93,JP,46 Mbps,5905 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,170 ms,43 Mbps,5603 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,191 ms,40 Mbps,5243 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,185 ms,39 Mbps,5050 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,137 ms,47 Mbps,6090 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,196 ms,11 Mbps,1460 kB/s
8.219.206.24,443,47.236.1.53,SG,Singapore,隧道,200 ms,68 Mbps,8764 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,205 ms,29 Mbps,3799 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,166 ms,40 Mbps,5176 kB/s
