中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,11 ms,888 Mbps,113664 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,9 ms,1952 Mbps,249856 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,36 ms,936 Mbps,119808 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,5 ms,384 Mbps,49152 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,21 ms,470 Mbps,60211 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,18 ms,445 Mbps,57036 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,33 ms,306 Mbps,39219 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,175 Mbps,22425 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,26 ms,636 Mbps,81510 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,63 ms,345 Mbps,44236 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,235 Mbps,30105 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,110 ms,0 Mbps,91 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,111 ms,45 Mbps,5785 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,120 ms,40 Mbps,5171 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,145 ms,42 Mbps,5480 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,161 ms,140 Mbps,18022 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,167 ms,40 Mbps,5242 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,169 ms,31 Mbps,4047 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,144 ms,15 Mbps,2009 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,159 ms,38 Mbps,4892 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,160 ms,37 Mbps,4831 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,158 ms,9 Mbps,1179 kB/s
158.180.74.63,443,128.14.110.206,SG,Singapore,隧道,185 ms,73 Mbps,9437 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,134 ms,38 Mbps,4915 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,162 ms,43 Mbps,5558 kB/s
