中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,5 ms,74 Mbps,9595 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,27 ms,477 Mbps,61132 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,71 ms,272 Mbps,34918 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,59 ms,367 Mbps,47001 kB/s
35.230.79.26,443,35.212.227.159,US,Seattle,隧道,68 ms,376 Mbps,48230 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,88 ms,46 Mbps,5990 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,99 ms,216 Mbps,27750 kB/s
35.197.23.75,443,35.212.227.159,US,Seattle,隧道,69 ms,268 Mbps,34406 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,93 ms,286 Mbps,36659 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,89 ms,231 Mbps,29593 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,90 ms,44 Mbps,5746 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,92 ms,46 Mbps,5898 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,102 ms,41 Mbps,5358 kB/s
168.138.46.67,443,168.138.46.67,JP,Tokyo,中转,164 ms,36 Mbps,4614 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,162 ms,108 Mbps,13926 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,199 ms,31 Mbps,4039 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,197 ms,25 Mbps,3224 kB/s
129.146.46.164,443,129.146.46.164,US,Paris,中转,210 ms,20 Mbps,2651 kB/s
184.169.181.217,443,184.169.181.217,US,Amsterdam,中转,64 ms,333 Mbps,42700 kB/s
129.159.84.71,443,129.159.84.71,US,Paris,中转,58 ms,0 Mbps,94 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,209 ms,38 Mbps,4965 kB/s
23.94.43.51,443,23.94.43.51,US,Paris,中转,76 ms,116 Mbps,14950 kB/s
129.146.7.98,443,129.146.7.98,US,London,中转,57 ms,337 Mbps,43212 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,221 ms,0 Mbps,61 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,237 ms,32 Mbps,4096 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,202 ms,35 Mbps,4577 kB/s
