中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,38 ms,667 Mbps,85401 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,49 ms,316 Mbps,40448 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,25 ms,328 Mbps,42086 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,42 ms,653 Mbps,83660 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,24 ms,808 Mbps,103424 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,34 ms,690 Mbps,88371 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,48 ms,681 Mbps,87244 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,42 ms,2 Mbps,327 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,41 ms,533 Mbps,68300 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,39 ms,619 Mbps,79257 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,124 ms,237 Mbps,30412 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,132 ms,173 Mbps,22220 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,130 ms,218 Mbps,27955 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,132 ms,44 Mbps,5662 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,133 ms,47 Mbps,6019 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,135 ms,166 Mbps,21299 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,158 ms,44 Mbps,5737 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,216 ms,38 Mbps,4888 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,134 ms,42 Mbps,5379 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,128 ms,48 Mbps,6241 kB/s
