中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,3 ms,696 Mbps,89190 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,28 ms,357 Mbps,45772 kB/s
34.82.76.253,443,34.182.31.213,US,Seattle,隧道,23 ms,984 Mbps,125952 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,36 ms,656 Mbps,83968 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,12 ms,664 Mbps,84992 kB/s
35.197.23.75,443,35.212.140.104,US,Seattle,隧道,27 ms,968 Mbps,123904 kB/s
35.230.79.26,443,35.212.140.104,US,Seattle,隧道,22 ms,936 Mbps,119808 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,61 ms,386 Mbps,49459 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,80 ms,7 Mbps,904 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,110 ms,187 Mbps,23961 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,119 ms,43 Mbps,5514 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,120 ms,39 Mbps,5117 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,139 ms,42 Mbps,5471 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,164 ms,131 Mbps,16793 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,174 ms,111 Mbps,14233 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,166 ms,108 Mbps,13824 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,156 ms,14 Mbps,1856 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,164 ms,48 Mbps,6236 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,180 ms,48 Mbps,6206 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,133 ms,155 Mbps,19865 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,173 ms,45 Mbps,5887 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,166 ms,0 Mbps,86 kB/s
