中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,5 ms,824 Mbps,105472 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,30 ms,349 Mbps,44748 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,20 ms,590 Mbps,75571 kB/s
35.197.23.75,443,35.212.184.110,US,Seattle,隧道,21 ms,1056 Mbps,135168 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,2 ms,1224 Mbps,156672 kB/s
35.230.79.26,443,35.212.184.110,US,Seattle,隧道,25 ms,920 Mbps,117760 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,21 ms,784 Mbps,100352 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,57 ms,426 Mbps,54579 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,79 ms,4 Mbps,580 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,218 Mbps,27955 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,117 ms,47 Mbps,6063 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,113 ms,44 Mbps,5688 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,113 ms,45 Mbps,5859 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,138 ms,44 Mbps,5672 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,156 ms,43 Mbps,5529 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,169 ms,115 Mbps,14745 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,170 ms,12 Mbps,1617 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,169 ms,136 Mbps,17408 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,163 ms,113 Mbps,14540 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,176 ms,38 Mbps,4886 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,141 ms,141 Mbps,18124 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,167 ms,38 Mbps,4912 kB/s
152.70.53.38,443,2606:f240:f00:83a7:0:926:46c0:5d00,US,Salt Lake City,隧道,146 ms,99 Mbps,12697 kB/s
