中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,5 ms,6 Mbps,877 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,17 ms,832 Mbps,106496 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,70 ms,296 Mbps,37888 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,67 ms,367 Mbps,47001 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,89 ms,224 Mbps,28774 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,74 ms,268 Mbps,34406 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,70 ms,385 Mbps,49356 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,101 ms,310 Mbps,39731 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,65 ms,309 Mbps,39628 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,65 ms,358 Mbps,45875 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,57 ms,339 Mbps,43417 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,70 ms,332 Mbps,42496 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,68 ms,342 Mbps,43827 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,91 ms,231 Mbps,29593 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,92 ms,44 Mbps,5721 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,160 ms,127 Mbps,16281 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,92 ms,41 Mbps,5361 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,168 ms,38 Mbps,4868 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,176 ms,38 Mbps,4894 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,190 ms,34 Mbps,4394 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,257 ms,33 Mbps,4241 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,206 ms,86 Mbps,11059 kB/s
