中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,13 ms,661 Mbps,84684 kB/s
35.230.79.26,443,35.212.209.228,US,Seattle,隧道,47 ms,446 Mbps,57139 kB/s
35.197.23.75,443,35.212.209.228,US,Seattle,隧道,52 ms,396 Mbps,50688 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,54 ms,356 Mbps,45568 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,19 ms,53 Mbps,6880 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,66 ms,462 Mbps,59187 kB/s
34.82.76.253,443,34.105.52.138,US,Seattle,隧道,60 ms,485 Mbps,62156 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,110 ms,245 Mbps,31436 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,52 ms,399 Mbps,51097 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,50 ms,507 Mbps,64921 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,60 ms,249 Mbps,31948 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,122 ms,193 Mbps,24780 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,100 ms,47 Mbps,6114 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,64 ms,1 Mbps,166 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,118 ms,46 Mbps,5999 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,126 ms,206 Mbps,26419 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,115 ms,46 Mbps,5892 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,165 ms,132 Mbps,16998 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,154 ms,43 Mbps,5619 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,172 ms,43 Mbps,5631 kB/s
168.138.212.80,443,168.138.212.80,JP,Osaka,中转,147 ms,42 Mbps,5379 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,118 ms,39 Mbps,5063 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,190 ms,37 Mbps,4843 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,216 ms,33 Mbps,4235 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,237 ms,39 Mbps,5096 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,196 ms,39 Mbps,5089 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,219 ms,64 Mbps,8202 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,240 ms,39 Mbps,5097 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,198 ms,72 Mbps,9292 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,230 ms,34 Mbps,4446 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,206 ms,0 Mbps,6 kB/s
